"State","Year","SMD","MMD-Post","MMD-FFA","MMD-AY-1PY","MMD-AY-Posts","MMD-AY-FFA","FD-SMD","FFD-MMD-Posts","FFD-MMD-FFA","MMD-Cumulative"
"NJ",1987,1,0,1,0,0,0,0,0,0,0
"OK",1987,1,0,0,0,0,0,0,0,0,0
"VA",1987,1,0,0,0,0,0,0,0,0,0
"LA",1991,1,0,0,0,0,0,0,0,0,0
"MS",1991,1,0,0,0,0,0,0,0,0,0
"NJ",1991,0,0,1,0,0,0,0,0,0,0
"VA",1991,1,0,0,0,0,0,0,0,0,0
"LA",1995,1,0,0,0,0,0,0,0,0,0
"MS",1995,1,0,0,0,0,0,0,0,0,0
"NJ",1995,0,0,1,0,0,0,0,0,0,0
"VA",1995,1,0,0,0,0,0,0,0,0,0
"LA",1999,1,0,0,0,0,0,0,0,0,0
"MS",1999,1,0,0,0,0,0,0,0,0,0
"NJ",1999,0,0,1,0,0,0,0,0,0,0
"VA",1999,1,0,0,0,0,0,0,0,0,0
"LA",2001,1,0,0,0,0,0,0,0,0,0
"NJ",2001,0,0,1,0,0,0,0,0,0,0
"VA",2001,1,0,0,0,0,0,0,0,0,0
"LA",2003,1,0,0,0,0,0,0,0,0,0
"MS",2003,1,0,0,0,0,0,0,0,0,0
"NJ",2003,0,0,1,0,0,0,0,0,0,0
"VA",2003,1,0,0,0,0,0,0,0,0,0
"LA",2007,1,0,0,0,0,0,0,0,0,0
"MS",2007,1,0,0,0,0,0,0,0,0,0
"NJ",2007,0,0,1,0,0,0,0,0,0,0
"VA",2007,1,0,0,0,0,0,0,0,0,0
"MA",1985,1,0,0,0,0,0,0,0,0,0
"MO",1985,1,0,0,0,0,0,0,0,0,0
"NJ",1985,0,0,1,0,0,0,0,0,0,0
"OK",1985,1,0,0,0,0,0,0,0,0,0
"SC",1985,1,0,0,0,0,0,0,0,0,0
"VA",1985,1,0,0,0,0,0,0,0,0,0
"NJ",1993,0,0,1,0,0,0,0,0,0,0
"VA",1993,1,0,0,0,0,0,0,0,0,0
"NJ",1997,0,0,1,0,0,0,0,0,0,0
"VA",1997,1,0,0,0,0,0,0,0,0,0
"NJ",2005,0,0,1,0,0,0,0,0,0,0
"VA",2005,1,0,0,0,0,0,0,0,0,0
"NJ",2009,0,0,1,0,0,0,0,0,0,0
"VA",2009,1,0,0,0,0,0,0,0,0,0
